Communes;Codes_Insee;Numero_departement;NB_Pers_par_Foyer_Alloc;NB_Pers_couv_RSA;RSA_SOCLE_non_Majore_Pers_couv;RSA_SOCLE_Majore_Pers_couv
MAUBEC;38223;38;799;20;14;6
MAYRES-SAVEL;38224;38;32;;;
AUTRANS-MEAUDRE EN VERCORS;38225;38;1346;50;;
MENS;38226;38;616;58;46;12
MERLAS;38228;38;168;6;;
MEYLAN;38229;38;7166;312;271;41
MEYRIE;38230;38;443;20;14;6
MEYRIEU-LES-ETANGS;38231;38;527;17;12;5
MEYSSIEZ;38232;38;276;;;
MIRIBEL-LANCHATRE;38235;38;249;9;;
MIRIBEL-LES-ECHELLES;38236;38;690;18;11;7
MIZOEN;38237;38;51;;;
MOIDIEU-DETOURBE;38238;38;898;10;;
MOIRANS;38239;38;3937;310;265;45
MOISSIEU-SUR-DOLON;38240;38;314;;;
MONESTIER-D'AMBEL;38241;38;;;;
MONESTIER-DE-CLERMONT;38242;38;836;8;;
LE MONESTIER-DU-PERCY;38243;38;76;14;;
MONSTEROUX-MILIEU;38244;38;395;13;;
MONTAGNE;38245;38;111;;;
MONTAGNIEU;38246;38;557;12;;
MONTALIEU-VERCIEU;38247;38;2064;161;114;47
MONTAUD;38248;38;289;;;
MONTBONNOT-SAINT-MARTIN;38249;38;2199;53;47;6
MONTCARRA;38250;38;311;;;
MONTCHABOUD;38252;38;119;;;
LES DEUX ALPES;38253;38;608;36;;
MONTEYNARD;38254;38;231;;;
MONTFALCON;38255;38;52;;;
MONTFERRAT;38256;38;865;50;37;13
MONTREVEL;38257;38;211;5;;
MONT-SAINT-MARTIN;38258;38;23;;;
MONTSEVEROUX;38259;38;406;14;;
MORAS;38260;38;225;6;;
MORESTEL;38261;38;2352;233;186;47
MORETTE;38263;38;139;8;;
LA MORTE;38264;38;41;;;
LA MOTTE-D'AVEILLANS;38265;38;788;50;39;11
LA MOTTE-SAINT-MARTIN;38266;38;205;7;;
MOTTIER;38267;38;357;9;;
LE MOUTARET;38268;38;132;;;
LA MURE;38269;38;2366;293;238;55
LA MURETTE;38270;38;877;33;20;13
MURIANETTE;38271;38;398;;;
MURINAIS;38272;38;149;8;;
NANTES-EN-RATIER;38273;38;156;;;
NANTOIN;38274;38;244;11;;
SERRE-NERPOL;38275;38;119;;;
NIVOLAS-VERMELLE;38276;38;1393;48;42;6
NOTRE-DAME-DE-COMMIERS;38277;38;245;;;
NOTRE-DAME-DE-L'OSIER;38278;38;189;;;
NOTRE-DAME-DE-MESAGE;38279;38;431;;;
NOTRE-DAME-DE-VAULX;38280;38;210;13;;
NOYAREY;38281;38;964;33;;
OPTEVOZ;38282;38;476;15;10;5
ORIS-EN-RATTIER;38283;38;19;;;
ORNACIEUX;38284;38;154;;;
ORNON;38285;38;63;;;
OULLES;38286;38;;;;
OYEU;38287;38;484;;;
OYTIER-SAINT-OBLAS;38288;38;812;19;;
OZ;38289;38;101;;;
PACT;38290;38;350;27;;
PAJAY;38291;38;528;28;18;10
VILLAGES DU LAC DE PALADRU;38292;38;1065;49;;
PANISSAGE;38293;38;182;;;
PANOSSAS;38294;38;347;;;
PARMILIEU;38295;38;304;9;;
LE PASSAGE;38296;38;376;5;;
ARANDON-PASSINS;38297;38;849;58;;
LE PEAGE-DE-ROUSSILLON;38298;38;3928;624;519;105
PELLAFOL;38299;38;37;6;;
PENOL;38300;38;143;;;
PERCY;38301;38;61;;;
LE PERIER;38302;38;24;;;
LA PIERRE;38303;38;317;6;;
PIERRE-CHATEL;38304;38;701;24;;
PINSOT;38306;38;49;;;
PISIEU;38307;38;173;;;
PLAN;38308;38;118;15;;
POISAT;38309;38;906;55;;
POLIENAS;38310;38;498;19;;
POMMIER-DE-BEAUREPAIRE;38311;38;314;21;;
PONSONNAS;38313;38;107;;;
PONTCHARRA;38314;38;3982;285;202;83
LE PONT-DE-BEAUVOISIN;38315;38;1861;177;123;54
PONT-DE-CHERUY;38316;38;3383;278;251;27
LE PONT-DE-CLAIX;38317;38;5644;658;546;112
PONT-EVEQUE;38318;38;3206;371;316;55
PONT-EN-ROYANS;38319;38;367;56;;
PORCIEU-AMBLAGNIEU;38320;38;928;48;38;10
PREBOIS;38321;38;48;;;
PRESLES;38322;38;32;;;
PRESSINS;38323;38;572;10;5;5
PRIMARETTE;38324;38;287;10;;
PROVEYSIEUX;38325;38;198;10;;
PRUNIERES;38326;38;150;11;;
QUAIX-EN-CHARTREUSE;38328;38;382;5;;
QUET-EN-BEAUMONT;38329;38;29;5;;
QUINCIEU;38330;38;44;;;
REAUMONT;38331;38;467;;;
RENAGE;38332;38;1858;136;120;16
RENCUREL;38333;38;105;;;
REVEL;38334;38;573;6;;
REVEL-TOURDAN;38335;38;470;22;;
REVENTIN-VAUGRIS;38336;38;882;31;;
RIVES;38337;38;3124;219;180;39
LA RIVIERE;38338;38;424;11;;
ROCHE;38339;38;964;21;16;5
LES ROCHES-DE-CONDRIEU;38340;38;1001;75;55;20
ROCHETOIRIN;38341;38;519;18;7;11
ROISSARD;38342;38;158;;;
ROMAGNIEU;38343;38;740;15;10;5
ROUSSILLON;38344;38;4228;481;413;68
ROVON;38345;38;269;;;
ROYAS;38346;38;181;;;
ROYBON;38347;38;453;67;47;20
RUY-MONTCEAU;38348;38;1952;36;;
SABLONS;38349;38;1096;64;46;18
SAINTE-AGNES;38350;38;231;7;;
SAINT-AGNIN-SUR-BION;38351;38;543;12;;
SAINT-ALBAN-DE-ROCHE;38352;38;851;15;;
SAINT-ALBAN-DU-RHONE;38353;38;405;29;;
SAINT-ALBIN-DE-VAULSERRE;38354;38;180;6;;
SAINT-ANDEOL;38355;38;39;;;
SAINT-ANDRE-EN-ROYANS;38356;38;124;;;
SAINT-ANDRE-LE-GAZ;38357;38;1355;42;36;6
SAINTE-ANNE-SUR-GERVONDE;38358;38;403;;;
SAINT ANTOINE L'ABBAYE;38359;38;473;34;29;5
SAINT-APPOLINARD;38360;38;163;6;;
SAINT-AREY;38361;38;49;6;;
SAINT-AUPRE;38362;38;516;8;;
SAINT-BARTHELEMY;38363;38;484;49;37;12
SAINT-BARTHELEMY-DE-SECHILIENNE;38364;38;184;;;
SAINT-BAUDILLE-DE-LA-TOUR;38365;38;359;;;
SAINT-BAUDILLE-ET-PIPET;38366;38;78;7;;
SAINT-BERNARD;38367;38;325;9;;
SAINT-BLAISE-DU-BUIS;38368;38;497;15;;
SAINTE-BLANDINE;38369;38;440;;;
SAINT-BONNET-DE-CHAVAGNE;38370;38;318;17;;
SAINT-BUEIL;38372;38;269;5;;
SAINT-CASSIEN;38373;38;416;16;;
SAINT-CHEF;38374;38;1820;82;73;9
SAINT-CHRISTOPHE-EN-OISANS;38375;38;16;;;
SAINT-CHRISTOPHE-SUR-GUIERS;38376;38;379;;;
SAINT-CLAIR-DE-LA-TOUR;38377;38;1832;141;121;20
SAINT-CLAIR-DU-RHONE;38378;38;1755;68;61;7
SAINT-CLAIR-SUR-GALAURE;38379;38;106;;;
SAINT-DIDIER-DE-BIZONNES;38380;38;146;5;;
SAINT-DIDIER-DE-LA-TOUR;38381;38;982;35;21;14
SAINT-EGREVE;38382;38;7952;517;442;75
SAINT-ETIENNE-DE-CROSSEY;38383;38;1106;11;6;5
SAINT-ETIENNE-DE-SAINT-GEOIRS;38384;38;1812;114;92;22
SAINT-GEOIRE-EN-VALDAINE;38386;38;1159;40;28;12
SAINT-GEOIRS;38387;38;212;;;
SAINT-GEORGES-DE-COMMIERS;38388;38;1060;9;;
SAINT-GEORGES-D'ESPERANCHE;38389;38;1472;55;48;7
SAINT-GERVAIS;38390;38;256;21;13;8
SAINT-GUILLAUME;38391;38;91;;;
SAINT-HILAIRE-DE-BRENS;38392;38;272;;;
SAINT-HILAIRE-DE-LA-COTE;38393;38;641;;;
SAINT-HILAIRE-DU-ROSIER;38394;38;807;27;;
SAINT-HILAIRE;38395;38;771;47;;
SAINT-HONORE;38396;38;384;23;;
SAINT-ISMIER;38397;38;2976;81;65;16
SAINT-JEAN-D'AVELANNE;38398;38;511;20;;
SAINT-JEAN-DE-BOURNAY;38399;38;2064;101;72;29
SAINT-JEAN-DE-MOIRANS;38400;38;1831;88;77;11
SAINT-JEAN-DE-SOUDAIN;38401;38;875;37;;
SAINT-JEAN-DE-VAULX;38402;38;229;5;;
SAINT-JEAN-D'HERANS;38403;38;69;;;
SAINT-JEAN-LE-VIEUX;38404;38;152;;;
SAINT-JOSEPH-DE-RIVIERE;38405;38;616;9;;
SAINT-JULIEN-DE-L'HERMS;38406;38;64;;;
LA SURE EN CHARTREUSE;38407;38;409;8;;
SAINT-JUST-CHALEYSSIN;38408;38;1224;25;11;14
SAINT-JUST-DE-CLAIX;38409;38;661;16;;
SAINT-LATTIER;38410;38;574;16;;
SAINT-LAURENT-DU-PONT;38412;38;2187;89;66;23
SAINT-LAURENT-EN-BEAUMONT;38413;38;189;10;5;5
SAINTE-LUCE;38414;38;20;;;
SAINT-MARCEL-BEL-ACCUEIL;38415;38;532;12;;
SAINT-MARCELLIN;38416;38;4017;539;449;90
SAINTE-MARIE-D'ALLOIX;38417;38;228;;;
SAINTE-MARIE-DU-MONT;38418;38;123;;;
SAINT-MARTIN-DE-CLELLES;38419;38;78;8;;
SAINT-MARTIN-DE-VAULSERRE;38420;38;112;;;
SAINT-MARTIN-D'HERES;38421;38;21319;2006;1680;326
SAINT-MARTIN-D'URIAGE;38422;38;2428;48;;
SAINT-MARTIN-LE-VINOUX;38423;38;3019;311;269;42
SAINT-MAURICE-EN-TRIEVES;38424;38;49;8;;
SAINT-MAURICE-L'EXIL;38425;38;3452;314;280;34
SAINT-MAXIMIN;38426;38;257;;;
SAINT-MICHEL-DE-SAINT-GEOIRS;38427;38;127;;;
SAINT-MICHEL-EN-BEAUMONT;38428;38;;;;
SAINT-MICHEL-LES-PORTES;38429;38;142;;;
SAINT-MURY-MONTEYMOND;38430;38;137;5;;
SAINT-NAZAIRE-LES-EYMES;38431;38;1202;19;;
SAINT-NICOLAS-DE-MACHERIN;38432;38;425;;;
SAINT-NIZIER-DU-MOUCHEROTTE;38433;38;468;;;
SAINT-ONDRAS;38434;38;269;9;;
SAINT-PANCRASSE;38435;38;250;5;;
SAINT-PAUL-DE-VARCES;38436;38;935;19;;
SAINT-PAUL-D'IZEAUX;38437;38;119;8;;
SAINT-PAUL-LES-MONESTIER;38438;38;110;;;
CRETS EN BELLEDONNE;38439;38;1778;41;;
SAINT-PIERRE-DE-BRESSIEUX;38440;38;313;12;;
SAINT-PIERRE-DE-CHARTREUSE;38442;38;389;9;;
SAINT-PIERRE-DE-CHERENNES;38443;38;205;;;
SAINT-PIERRE-DE-MEAROZ;38444;38;39;;;
SAINT-PIERRE-DE-MESAGE;38445;38;338;6;;
SAINT-PIERRE-D'ENTREMONT;38446;38;120;;;
SAINT-PRIM;38448;38;648;9;;
SAINT-QUENTIN-FALLAVIER;38449;38;3072;209;176;33
SAINT-QUENTIN-SUR-ISERE;38450;38;664;12;;
SAINT-ROMAIN-DE-JALIONAS;38451;38;1560;37;27;10
SAINT-ROMAIN-DE-SURIEU;38452;38;215;;;
SAINT-ROMANS;38453;38;823;28;;
SAINT-SAUVEUR;38454;38;1039;46;35;11
SAINT-SAVIN;38455;38;1987;26;;
CHATEL-EN-TRIEVES;38456;38;170;8;;
SAINT-SIMEON-DE-BRESSIEUX;38457;38;1436;85;78;7
SAINT-SORLIN-DE-MORESTEL;38458;38;266;;;
SAINT-SORLIN-DE-VIENNE;38459;38;391;;;
SAINT-SULPICE-DES-RIVOIRES;38460;38;172;11;;
SAINT-THEOFFREY;38462;38;242;6;;
SAINT-VERAND;38463;38;678;35;22;13
SAINT-VICTOR-DE-CESSIEU;38464;38;1042;20;15;5
SAINT-VICTOR-DE-MORESTEL;38465;38;508;15;;
SAINT-VINCENT-DE-MERCUZE;38466;38;527;5;;
SALAGNON;38467;38;705;14;;
SALAISE-SUR-SANNE;38468;38;2222;258;202;56
LA SALETTE-FALLAVAUX;38469;38;;;;
LA SALLE-EN-BEAUMONT;38470;38;129;13;;
LE SAPPEY-EN-CHARTREUSE;38471;38;649;6;;
SARCENAS;38472;38;104;;;
SARDIEU;38473;38;606;18;11;7
SASSENAGE;38474;38;5327;281;227;54
SATOLAS-ET-BONCE;38475;38;1164;14;;
SAVAS-MEPIN;38476;38;412;;;
SECHILIENNE;38478;38;513;13;;
SEMONS;38479;38;146;;;
SEPTEME;38480;38;953;23;;
SEREZIN-DE-LA-TOUR;38481;38;557;8;;
SERMERIEU;38483;38;803;18;;
SERPAIZE;38484;38;1020;15;;
SEYSSINET-PARISET;38485;38;5221;328;265;63
SEYSSINS;38486;38;3322;199;147;52
SEYSSUEL;38487;38;876;17;8;9
SICCIEU-SAINT-JULIEN-ET-CARISIEU;38488;38;275;8;;
SIEVOZ;38489;38;45;6;;
SILLANS;38490;38;917;30;19;11
SINARD;38492;38;328;;;
SOLEYMIEU;38494;38;410;19;;
LA SONE;38495;38;284;26;;
SONNAY;38496;38;523;13;;
SOUSVILLE;38497;38;58;;;
SUCCIEU;38498;38;358;12;;
SUSVILLE;38499;38;630;52;43;9
TECHE;38500;38;299;12;;
TENCIN;38501;38;1267;36;27;9
LA TERRASSE;38503;38;1115;31;24;7
THEYS;38504;38;874;16;;
THODURE;38505;38;379;16;11;5
TIGNIEU-JAMEYZIEU;38507;38;3940;99;87;12
TORCHEFELON;38508;38;388;;;
LA TOUR-DU-PIN;38509;38;4825;704;620;84
LE TOUVET;38511;38;1586;22;;
TRAMOLE;38512;38;401;;;
TREFFORT;38513;38;136;;;
TREMINIS;38514;38;61;8;;
TREPT;38515;38;1059;38;25;13
LA TRONCHE;38516;38;3106;182;144;38
TULLINS;38517;38;3813;287;225;62
VALBONNAIS;38518;38;185;9;;
VALENCIN;38519;38;1426;26;19;7
VALENCOGNE;38520;38;330;;;
LA VALETTE;38521;38;23;;;
VALJOUFFREY;38522;38;24;;;
VARACIEUX;38523;38;370;7;;
VARCES-ALLIERES-ET-RISSET;38524;38;3388;117;96;21
VASSELIN;38525;38;262;17;12;5
VATILIEU;38526;38;159;5;;
VAUJANY;38527;38;110;;;
VAULNAVEYS-LE-BAS;38528;38;572;20;;
VAULNAVEYS-LE-HAUT;38529;38;1810;49;43;6
VAULX-MILIEU;38530;38;1236;96;82;14
VELANNE;38531;38;225;7;;
VENERIEU;38532;38;473;15;;
VENON;38533;38;268;;;
VERNAS;38535;38;134;;;
VERNIOZ;38536;38;649;7;;
LA VERPILLIERE;38537;38;3784;283;245;38
LE VERSOUD;38538;38;2368;68;53;15
VERTRIEU;38539;38;290;9;;
VEUREY-VOROIZE;38540;38;599;36;22;14
VEYSSILIEU;38542;38;140;;;
VEZERONCE-CURTIN;38543;38;1022;35;;
VIENNE;38544;38;17112;2356;2024;332
VIF;38545;38;3970;166;128;38
VIGNIEU;38546;38;413;20;;
VILLARD-BONNOT;38547;38;3748;168;140;28
VILLARD-DE-LANS;38548;38;1928;100;82;18
VILLARD-NOTRE-DAME;38549;38;;;;
VILLARD-RECULAS;38550;38;9;;;
VILLARD-REYMOND;38551;38;12;;;
VILLARD-SAINT-CHRISTOPHE;38552;38;168;;;
VILLEFONTAINE;38553;38;13106;1671;1332;339
VILLEMOIRIEU;38554;38;799;8;;
VILLENEUVE-DE-MARC;38555;38;582;16;;
VILLE-SOUS-ANJOU;38556;38;437;20;13;7
VILLETTE-D'ANTHON;38557;38;2345;40;32;8
VILLETTE-DE-VIENNE;38558;38;919;16;;
VINAY;38559;38;2135;81;60;21
VIRIEU;38560;38;494;27;;
VIRIVILLE;38561;38;877;66;54;12
VIZILLE;38562;38;3609;276;233;43
VOIRON;38563;38;10702;1100;888;212
VOISSANT;38564;38;111;;;
VOREPPE;38565;38;4282;248;195;53
VOUREY;38566;38;675;21;;
CHAMROUSSE;38567;38;215;18;;
ABERGEMENT-LA-RONCE;39001;39;407;14;;
ABERGEMENT-LE-GRAND;39002;39;16;;;
ABERGEMENT-LE-PETIT;39003;39;25;;;
ABERGEMENT-LES-THESY;39004;39;23;;;
AIGLEPIERRE;39006;39;197;;;
ALIEZE;39007;39;54;;;
AMANGE;39008;39;204;;;
ANDELOT-EN-MONTAGNE;39009;39;192;6;;
ANDELOT-MORVAL;39010;39;32;7;;
ANNOIRE;39011;39;162;10;5;5
ARBOIS;39013;39;1247;93;79;14
ARCHELANGE;39014;39;71;;;
ARDON;39015;39;41;;;
ARINTHOD;39016;39;413;23;;
ARLAY;39017;39;458;13;;
AROMAS;39018;39;337;9;;
LES ARSURES;39019;39;73;;;
ARSURE-ARSURETTE;39020;39;22;;;
LA CHAILLEUSE;39021;39;186;;;
ASNANS-BEAUVOISIN;39022;39;335;16;;
AUDELANGE;39024;39;125;;;
AUGEA;39025;39;78;;;
AUGERANS;39026;39;75;;;
AUGISEY;39027;39;76;5;;
AUMONT;39028;39;173;5;;
AUMUR;39029;39;136;5;;
AUTHUME;39030;39;323;24;14;10
AUXANGE;39031;39;103;;;
AVIGNON-LES-SAINT-CLAUDE;39032;39;168;;;
BALAISEAUX;39034;39;161;;;
BALANOD;39035;39;141;5;;
BANS;39037;39;79;6;;
BARESIA-SUR-L'AIN;39038;39;62;;;
LA BARRE;39039;39;93;;;
BARRETAINE;39040;39;50;7;;
BAUME-LES-MESSIEURS;39041;39;39;;;
BAVERANS;39042;39;244;;;
BEAUFORT;39043;39;513;16;;
BEFFIA;39045;39;34;;;
BELLECOMBE;39046;39;15;;;
BELLEFONTAINE;39047;39;200;8;;
BELMONT;39048;39;98;;;
BERSAILLIN;39049;39;173;7;;
BESAIN;39050;39;31;;;
BIARNE;39051;39;196;;;
BIEF-DES-MAISONS;39052;39;;;;
BIEF-DU-FOURG;39053;39;67;9;;
BIEFMORIN;39054;39;47;;;
BILLECUL;39055;39;13;;;
BLETTERANS;39056;39;702;48;27;21
BLOIS-SUR-SEILLE;39057;39;26;;;
BLYE;39058;39;64;;;
BOIS-D'AMONT;39059;39;396;;;
BOIS-DE-GAND;39060;39;20;;;
BOISSIA;39061;39;50;;;
LA BOISSIERE;39062;39;24;5;;
BONLIEU;39063;39;90;;;
BONNEFONTAINE;39065;39;43;;;
BORNAY;39066;39;77;;;
LES BOUCHOUX;39068;39;127;9;;
BOURG-DE-SIROD;39070;39;34;;;
BRACON;39072;39;78;6;;
BRAINANS;39073;39;56;;;
BRANS;39074;39;97;;;
BRERY;39075;39;83;;;
LA BRETENIERE;39076;39;83;;;
BRETENIERES;39077;39;14;;;
BREVANS;39078;39;247;7;;
BRIOD;39079;39;85;;;
BROISSIA;39080;39;18;;;
BUVILLY;39081;39;160;;;
CENSEAU;39083;39;106;;;
CERNANS;39084;39;59;;;
CERNIEBAUD;39085;39;29;;;
CERNON;39086;39;89;;;
CESANCEY;39088;39;146;7;;
CEZIA;39089;39;28;;;
CHAINEE-DES-COUPIS;39090;39;83;11;;
LES CHALESMES;39091;39;35;;;
CHAMBERIA;39092;39;79;;;
CHAMBLAY;39093;39;140;5;;
CHAMOLE;39094;39;74;;;
CHAMPAGNE-SUR-LOUE;39095;39;40;;;
CHAMPAGNEY;39096;39;281;21;14;7
CHAMPAGNOLE;39097;39;3223;180;135;45
CHAMPDIVERS;39099;39;173;7;;
CHAMPROUGIER;39100;39;32;;;
CHAMPVANS;39101;39;581;25;;
CHANCIA;39102;39;106;;;
LA CHAPELLE-SUR-FURIEUSE;39103;39;113;;;
CHAPELLE-VOLAND;39104;39;197;6;;
CHAPOIS;39105;39;92;;;
CHARCHILLA;39106;39;85;;;
CHARCIER;39107;39;38;;;
CHARENCY;39108;39;20;;;
CHAREZIER;39109;39;87;;;
LA CHARME;39110;39;36;;;
CHARNOD;39111;39;;;;
LA CHASSAGNE;39112;39;28;;;
CHASSAL;39113;39;177;6;;
CHATEAU-CHALON;39114;39;28;;;
CHATEAU-DES-PRES;39115;39;81;;;
LA CHATELAINE;39116;39;58;;;
CHATELAY;39117;39;44;;;
CHATEL-DE-JOUX;39118;39;22;;;
LE CHATELEY;39119;39;34;;;
CHATELNEUF;39120;39;45;;;
CHATENOIS;39121;39;192;;;
CHATILLON;39122;39;56;;;
CHAUMERGY;39124;39;209;6;;
LA CHAUMUSSE;39126;39;113;;;
CHAUSSENANS;39127;39;42;;;
CHAUSSIN;39128;39;711;45;29;16
CHAUX-DES-CROTENAY;39129;39;194;13;;
NANCHEZ;39130;39;184;;;
LA CHAUX-DU-DOMBIEF;39131;39;187;11;;
LA CHAUX-EN-BRESSE;39132;39;13;;;
CHAUX-CHAMPAGNY;39133;39;20;;;
CHAVERIA;39134;39;107;;;
CHEMENOT;39136;39;10;;;
CHEMILLA;39137;39;44;;;
CHEMIN;39138;39;123;;;
CHENE-BERNARD;39139;39;31;;;
CHENE-SEC;39140;39;21;;;
CHEVIGNY;39141;39;138;;;
CHEVREAUX;39142;39;32;;;
CHEVROTAINE;39143;39;13;;;
CHILLE;39145;39;69;;;
CHILLY-LE-VIGNOBLE;39146;39;319;7;;
CHILLY-SUR-SALINS;39147;39;37;;;
CHISSEY-SUR-LOUE;39149;39;108;6;;
CHOISEY;39150;39;470;15;;
CHOUX;39151;39;45;;;
CIZE;39153;39;230;8;;
CLAIRVAUX-LES-LACS;39154;39;608;57;50;7
CLUCY;39155;39;23;;;
COGNA;39156;39;105;;;
COISERETTE;39157;39;28;;;
COLONNE;39159;39;111;11;;
COMMENAILLES;39160;39;435;40;33;7
CONDAMINE;39162;39;114;;;
CONDES;39163;39;50;;;
CONLIEGE;39164;39;234;15;;
CONTE;39165;39;17;;;
CORNOD;39166;39;65;;;
COSGES;39167;39;163;;;
COURBETTE;39168;39;21;;;
COURBOUZON;39169;39;176;;;
COURLANS;39170;39;414;27;21;6
COURLAOUX;39171;39;473;28;;
COURTEFONTAINE;39172;39;132;;;
COUSANCE;39173;39;539;48;39;9
COYRIERE;39174;39;18;;;
COYRON;39175;39;22;;;
CRAMANS;39176;39;258;;;
HAUTEROCHE;39177;39;419;;;
CRANS;39178;39;18;;;
CRENANS;39179;39;91;5;;
CRESSIA;39180;39;91;;;
CRISSEY;39182;39;252;9;;
CROTENAY;39183;39;257;;;
LES CROZETS;39184;39;72;;;
CUISIA;39185;39;135;7;;
CUVIER;39187;39;129;;;
DAMMARTIN-MARPAIN;39188;39;180;;;
DAMPARIS;39189;39;1357;112;90;22
DAMPIERRE;39190;39;568;25;18;7
DARBONNAY;39191;39;31;;;
DENEZIERES;39192;39;11;;;
LE DESCHAUX;39193;39;473;14;;
DESNES;39194;39;217;7;;
LES DEUX-FAYS;39196;39;45;;;
DIGNA;39197;39;121;5;;
DOLE;39198;39;11913;1661;1391;270
DOMBLANS;39199;39;463;17;11;6
DOMPIERRE-SUR-MONT;39200;39;89;;;
DOUCIER;39201;39;117;8;;
DOURNON;39202;39;37;;;
DOYE;39203;39;44;;;
DRAMELAY;39204;39;9;;;
ECLANS-NENON;39205;39;192;;;
ECLEUX;39206;39;85;10;;
ECRILLE;39207;39;37;;;
ENTRE-DEUX-MONTS;39208;39;51;;;
VAL-D'EPY;39209;39;92;9;;
EQUEVILLON;39210;39;211;5;;
LES ESSARDS-TAIGNEVAUX;39211;39;102;7;;
ESSERVAL-TARTRE;39214;39;56;;;
ETIVAL;39216;39;156;7;;
L'ETOILE;39217;39;205;;;
ETREPIGNEY;39218;39;164;;;
EVANS;39219;39;305;;;
FALLETANS;39220;39;153;;;
LA FAVIERE;39221;39;11;;;
FAY-EN-MONTAGNE;39222;39;26;;;
LA FERTE;39223;39;68;;;
LE FIED;39225;39;74;;;
FONCINE-LE-BAS;39227;39;59;16;;
FONCINE-LE-HAUT;39228;39;389;18;;
FONTAINEBRUX;39229;39;78;;;
FONTENU;39230;39;38;;;
FORT-DU-PLASNE;39232;39;168;;;
FOUCHERANS;39233;39;897;41;;
FOULENAY;39234;39;25;;;
FRAISANS;39235;39;527;20;;
FRANCHEVILLE;39236;39;34;8;;
FRAROZ;39237;39;18;;;
FRASNE-LES-MEULIERES;39238;39;70;7;;
LA FRASNEE;39239;39;11;;;
LE FRASNOIS;39240;39;62;;;
FREBUANS;39241;39;145;;;
FRONTENAY;39244;39;56;;;
GATEY;39245;39;187;;;
GENDREY;39246;39;235;;;
GENOD;39247;39;17;;;
GERAISE;39248;39;22;;;
GERMIGNEY;39249;39;26;;;
GERUGE;39250;39;88;;;
GEVINGEY;39251;39;158;;;
GEVRY;39252;39;307;;;
GIGNY;39253;39;87;5;;
GILLOIS;39254;39;49;;;
GIZIA;39255;39;66;7;;
GRANDE-RIVIERE;39258;39;121;;;
GRANGE-DE-VAIVRE;39259;39;15;;;
GRAYE-ET-CHARNAY;39261;39;32;;;
GREDISANS;39262;39;50;;;
GROZON;39263;39;147;10;;
HAUTECOUR;39265;39;48;;;
LES HAYS;39266;39;143;6;;
IVORY;39267;39;31;;;
IVREY;39268;39;19;;;
JEURRE;39269;39;99;;;
JOUHE;39270;39;272;12;;
LAC-DES-ROUGES-TRUITES;39271;39;150;;;
LADOYE-SUR-SEILLE;39272;39;5;;;
MONTLAINSIA;39273;39;44;;;
LAJOUX;39274;39;88;;;
LAMOURA;39275;39;247;11;;
LE LARDERET;39277;39;20;;;
LARGILLAY-MARSONNAY;39278;39;48;;;
LARNAUD;39279;39;295;;;
LARRIVOIRE;39280;39;33;;;
LE LATET;39281;39;35;;;
LA LATETTE;39282;39;10;;;
LAVANCIA-EPERCY;39283;39;250;15;;
LAVANGEOT;39284;39;58;8;;
LAVANS-LES-DOLE;39285;39;166;;;
LAVANS-LES-SAINT-CLAUDE;39286;39;833;42;28;14
LAVANS-SUR-VALOUSE;39287;39;64;;;
LAVIGNY;39288;39;140;;;
LECT;39289;39;150;15;;
VALZIN EN PETITE MONTAGNE;39290;39;163;5;;
LEMUY;39291;39;68;5;;
LENT;39292;39;56;5;;
LESCHERES;39293;39;94;;;
LOISIA;39295;39;45;;;
LOMBARD;39296;39;80;;;
LONGCHAUMOIS;39297;39;382;10;;
LONGCOCHON;39298;39;26;;;
LONGWY-SUR-LE-DOUBS;39299;39;220;27;;
LONS-LE-SAUNIER;39300;39;8077;1176;874;302
LOULLE;39301;39;50;6;;
LOUVATANGE;39302;39;21;;;
LE LOUVEROT;39304;39;62;;;
LA LOYE;39305;39;204;;;
MACORNAY;39306;39;368;7;;
MAISOD;39307;39;141;7;;
MALANGE;39308;39;148;;;
MANTRY;39310;39;191;;;
MARIGNA-SUR-VALOUSE;39312;39;45;;;
MARIGNY;39313;39;68;;;
MARNEZIA;39314;39;36;;;
MARNOZ;39315;39;149;7;;
LA MARRE;39317;39;141;7;;
MARTIGNA;39318;39;105;;;
MATHENAY;39319;39;72;;;
MAYNAL;39320;39;142;;;
MENETRU-LE-VIGNOBLE;39321;39;43;;;
MENETRUX-EN-JOUX;39322;39;15;;;
MENOTEY;39323;39;122;5;;
MERONA;39324;39;;;;
MESNAY;39325;39;191;;;
MESNOIS;39326;39;52;;;
MESSIA-SUR-SORNE;39327;39;311;5;;
MEUSSIA;39328;39;198;7;;
MIEGES;39329;39;59;;;
MIERY;39330;39;71;;;
MIGNOVILLARD;39331;39;261;11;;
MOIRANS-EN-MONTAGNE;39333;39;1079;49;41;8
MOIRON;39334;39;39;;;
MOISSEY;39335;39;293;26;;
MOLAIN;39336;39;33;;;
MOLAMBOZ;39337;39;30;;;
MOLAY;39338;39;200;6;;
MOLINGES;39339;39;345;9;;
MONAY;39342;39;42;;;
MONNETAY;39343;39;;;;
MONNET-LA-VILLE;39344;39;112;;;
MONNIERES;39345;39;172;17;11;6
MONTAGNA-LE-RECONDUIT;39346;39;33;;;
MONTAIGU;39348;39;120;;;
MONTAIN;39349;39;191;;;
MONTBARREY;39350;39;124;11;;
MONTCUSEL;39351;39;55;;;
